ID|VATStatusAge|VATStartAge|VATEndAge|VATCollectionStartAge|VATCollectionEndAge|VATCollectionUpdateAge|VATCollectionPublishAge|VATInactivationAge|VATReactivationAge|VATCancellationAge|VATSplitStartAge|VATSplitCancellationAge
9202|25|15||||||||||
9203|17|16||||||||||
9204|22|12||||||||||
9205||22|5|5|5|5|5|||||
9206||25||5||6|6|||||
9207||25||5|4|4|4|||||
9208|22|8|||||||8|||
9209||||||||||||
9210|25|12||||||||||
9211|||||||||6|||
9212||||||||||||
9213|25|8||||||||||
9214|25|15||||||||||
9215||||||||||||
9216||10|6|||||||||
9217||20|16|||||2||||
9218||||||||||||
9219||||||||||||
9220||||||||||||
9221||10||5|3|3|3|||||
9222||||||||||||
9223||||||||||||
9224||||||||||||
9225||||||||||||
9226||||||||||||
9227||||||||||||
9228||||||||||||
9229||||||||||||
9230||||||||||||
9231||||||||||||
9232||||||||||||
9233||||||||||||
9234||||||||||||
9235||||||||||||
9236||||||||||||
9237||||||||||||
9238||||||||||||
9239||||||||||||
9240||||||||||||
9241|25|6|||||||6|||
9242||||||||||||
9243||25|6|||||4||||
9244||25|1|5|4|4|4|||||
9245||||||||||||
9246||||||||||||
9247|25|11||||||||||
9248||25||||||||||
9249||25|||||||||0|
9250|25|10||||||||||
9251|25|12||||||||||
9252|25|12||||||||||
9253||25||5||6|6|||||
9254||25|4|5|4|4|4|||||
9255||25||5||6|6|||||
9256||25||5||6|6|||||
9257||25||||||||||
9258||||||||||||
9259|25|6|||||||6|||
9260|||||||||6|||
9261||15||5|0|0|0|||||
9262||25||5||6|6|||||
9263||||||||||||
9264||||||||||||
9265||||||||||||
9266||||||||||||
9267||||||||||||
9268||||||||||||
9269||||||||||||
9270||||||||||||
9271|25|12||||||||||
9272||||||||||||
9273|25|13||||||||||
9274|25|15||||||||||
9275||||||||||||
9276|25|8||||||||||
9277||||||||||||
9278||||||||||||
9279||||||||||||
9280|18|8||||||||||
9281||||||||||||
9282||||||||||||
9283||||||||||||
9284||||||||||||
9285|11|2|2|2|2|2||||||
9286||||||||||||
9287||6|4|5|4|4|4|||||
9288|25|15||||||||||
9289|19|6|||||||6|||
9290||||||||||||
9291||||||||||||
9292|25|16||||||||||
9293|11|6||||||||||
9294|25|8||||||||||
9295|20|12||||||||||
9296|25|16||||||||||
9297||||||||||||
9298||||||||||||
9299||||||||||||
9300||||||||||||
9301|25|12||||||||||
9302||25|1|5|4|4|4|||||
9303|19|4||4|4|4||||||
9304|25|7||||||||||
9305||||||||||||
9306||||||||||||
9307||25||||||||||
9308|25|12||||||||||
9309||||||||||||
9310||25|8|||||2||||
9311|25|16||||||||||
9312||||||||||||
9313||||||||||||
9314|25|12||||||||||
9315|23|8||||||||||
9316||||||||||||
9317|9|6||||||||||
9318||25|5|5|5|5|5|||||
9319||25||||||||||
9320|25|16||||||||||
9321||||||||||||
9322|25|8||||||||||
9323|25|15||||||||||
9324|25|23||||||||||
9325|25|16||||||||||
9326||||||||||||
9327||||||||||||
9328||25||5||6|6|||||
9329||||||||||||
9330||||||||||||
9331||||||||||||
9332||||||||||||
9333||||||||||||
9334||25|5|5|5|5|5|||||
9335||||||||||||
9336||19||5||6|6|||||
9337|25|15||||||||||
9338||||||||||||
9339||||||||||||
9340||||||||||||
9341|25|12||||||||||
9342||||||||||||
9343||||||||||||
9344||25|0|5|4|4|4|||||
9345||24||5||6|6|||||
9346||||||||||||
9347|25|12||||||||||
9348|24|12||||||||||
9349||25||||||||||
9350||||||||||||
9351||||||||||||
9352||25|6|||||||||
9353||||||||||||
9354||||||||||||
9355||||||||||||
9356||||||||||||
9357||||||||||||
9358||||||||||||
9359||||||||||||
9360||||||||||||
9361||||||||||||
9362||||||||||||
9363||||||||||||
9364||||||||||||
9365||||||||||||
9366||||||||||||
9367||||||||||||
9368||||||||||||
9369||||||||||||
9370||||||||||||
9371||||||||||||
9372||||||||||||
9373||||||||||||
9374||||||||||||
9375||||||||||||
9376||||||||||||
9377||||||||||||
9378||||||||||||
9379||||||||||||
9380||||||||||||
9381||||||||||||
9382||||||||||||
9383||||||||||||
9384||||||||||||
9385||||||||||||
9386||||||||||||
9387||||||||||||
9388||||||||||||
9389||||||||||||
9390|25|9||||||||||
9391||||||||||||
9392||12|4|5|4|4|4|||||
9393||||||||||||
9394||||||||||||
9395||||||||||||
9396||||||||||||
9397||25||||||||||
9398||||||||||||
9399||25||||||||||
9400||||||||||||
9401||||||||||||
9402|18|18||||||||||
9403||||||||||||
9404||||||||||||
9405||||||||||||
9406||||||||||||
9407||8|5|5|5|5|5|4||||
9408|25|13||||||||||
9409||||||||||||
9410||||||||||||
9411||||||||||||
9412||||||||||||
9413||||||||||||
9414|21|9||||||||||
9415|25|12||||||||||
9416||25|0|5|4|4|4|||||
9417||||||||||||
9418||||||||||||
9419||||||||||||
9420||||||||||||
9421||||||||||||
9422||||||||||||
9423||||||||||||
9424||25||5|2|2|2|||||
9425|19|8||||||||||
9426||||||||||||
9427||||||||||||
9428||||||||||||
9429||||||||||||
9430||||||||||||
9431||||||||||||
9432|25|15||||||||||
9433|25|16||||||||||
9434||||||||||||
9435||||||||||||
9436|25|20||||||||||
9437||||||||||||
9438||||||||||||
9439||||||||||||
9440|25|12||||||||||
9441||20|6|||||||||
9442||25||5|4|4|4|||||
9443||||||||||||
9444||||||||||||
9445||||||||||||
9446||||||||||||
9447||||||||||||
9448||||||||||||
9449||||||||||||
9450||||||||||||
9451||||||||||||
9452||||||||||||
9453||||||||||||
9454||||||||||||
9455|12|6||||||||||
9456|23|12||||||||||
9457||||||||||||
9458||||||||||||
9459|18|12||||||||||
9460||||||||||||
9461||||||||||||
9462||||||||||||
9463||||||||||||
9464||||||||||||
9465||||||||||||
9466||||||||||||
9467||||||||||||
9468||||||||||||
9469||||||||||||
9470||||||||||||
9471||||||||||||
9472||||||||||||
9473|17|15||||||||||
9474|||||||||7|||
9475||||||||||||
9476||||||||||||
9477||||||||||||
9478||||||||||||
9479||||||||||||
9480||||||||||||
9481||||||||||||
9482||||||||||||
9483||||||||||||
9484|8|6||||||||||
9485||25||||||||||
9486||||||||||||
9487||||||||||||
9488||||||||||||
9489|25|16||||||||||
9490||||||||||||
9491||||||||||||
9492||||||||||||
9493||||||||||||
9494||||||||||||
9495||||||||||||
9496||||||||||||
9497||||||||||||
9498||||||||||||
9499|20|5||5|5|5||||||
9500|17|16|||||||8|||
9501||||||||||||
9502||||||||||||
9503||||||||||||
9504||||||||||||
9505||||||||||||
9506||||||||||||
9507||||||||||||
9508||||||||||||
9509||19|3|5|3|3|3|||||
9510|20|15||||||||||
9511|25|18||||||||||
9512||||||||||||
9513||||||||||||
9514||20|9|||||9||||
9515||||||||||||
9516||||||||||||
9517||||||||||||
9518||||||||||||
9519||||||||||||
9520||||||||||||
9521||||||||||||
9522||||||||||||
9523||||||||||||
9524||||||||||||
9525||||||||||||
9526||||||||||||
9527||||||||||||
9528||||||||||||
9529||||||||||||
9530||||||||||||
9531|20|7||||||||||
9532||||||||||||
9533||||||||||||
9534||||||||||||
9535||||||||||||
9536||||||||||||
9537||||||||||||
9538||||||||||||
9539||||||||||||
9540||||||||6||||
9541||||||||||||
9542||||||||||||
9543||||||||||||
9544||||||||||||
9545||||||||||||
9546||25||5||6|6||||0|
9547||||||||||||
9548||||||||||||
9549||||||||||||
9550||25||5||6|6|||||
9551||||||||||||
9552||||||||||||
9553||||||||||||
9554||||||||||||
9555||||||||||||
9556||||||||||||
9557||||||||||||
9558||||||||||||
9559||||||||||||
9560||||||||||||
9561||||||||||||
9562||||||||||||
9563||||||||||||
9564||||||||||||
9565||||||||||||
9566||||||||||||
9567||||||||||||
9568||||||||||||
9569||||||||||||
9570||||||||||||
9571||||||||||||
9572||||||||||||
9573||||||||||||
9574||||||||||||
9575||||||||||||
9576||||||||||||
9577|19|16||||||||||
9578||25||5|4|4|4|||||
9579||||||||||||
9580|18|2|2|2|2|2||||||
9581||23|2|5|2|2|2|||||
9582|25|12||||||||||
9583||||||||||||
9584||||||||||||
9585||||||||||||
9586||||||||||||
9587||15|2|5|2|2|2|0||||
9588||||||||||||
9589||||||||||||
9590||||||||||||
9591||||||||||||
9592||||||||||||
9593||||||||||||
9594||||||||||||
9595||||||||||||
9596||||||||||||
9597||||||||||||
9598||||||||||||
9599||||||||||||
9600||||||||||||
9601||||||||||||
9602||||||||||||
9603||||||||||||
9604||||||||||||
9605||||||||||||
9606||||||||||||
9607||||||||||||
9608||||||||||||
9609||||||||||||
9610||||||||||||
9611||||||||||||
9612||||||||||||
9613||||||||6||||
9614||||||||||||
9615||||||||||||
9616||||||||||||
9617||||||||||||
9618||||||||||||
9619||||||||||||
9620||||||||||||
9621||||||||||||
9622||||||||||||
9623||||||||||||
9624||||||||||||
9625||||||||||||
9626||||||||||||
9627||||||||||||
9628||||||||||||
9629||||||||||||
9630||||||||||||
9631||||||||||||
9632||||||||||||
9633||||||||||||
9634||||||||||||
9635||||||||||||
9636||||||||||||
9637||||||||||||
9638||||||||||||
9639||||||||||||
9640||||||||||||
9641||||||||||||
9642||||||||||||
9643||||||||||||
9644||||||||||||
9645|25|12||||||||||
9646||25|6|||||6||||
9647||||||||||||
9648||||||||||||
9649||||||||||||
9650||||||||||||
9651||||||||||||
9652||||||||||||
9653||25||5|3|4|4|||||
9654||||||||||||
9655||||||||||||
9656||||||||||||
9657|25|6|||||||6|||
9658||||||||||||
9659|24|15||||||||||
9660||||||||||||
9661||||||||||||
9662||||||||||||
9663||||||||||||
9664||||||||||||
9665|17|15||||||||||
9666||||||||||||
9667||19|9|||||9||||
9668|28|14||||||||||
9669||||||||||||
9670||||||||||||
9671||25||5|4|4|4|||||
9672||||||||||||
9673||||||||||||
9674||||||||||||
9675|25|15||||||||||
9676||||||||||||
9677||||||||||||
9678||||||||||||
9679||||||||||||
9680||||||||||||
9681|25|23||||||||||
9682||||||||||||
9683||||||||||||
9684||25|8|||||6||||
9685||||||||||||
9686||||||||||||
9687||||||||||||
9688||25|16|||||2||||
9689||||||||||||
9690||||||||6||||
9691||||||||||||
9692|25|10||||||||||
9693||25|5|5|5|5|5|2||||
9694||25|16|||||||||
9695||||||||||||
9696|18|16||||||||||
9697||||||||||||
9698||||||||||||
9699||||||||||||
9700|25|12||||||||||
9701||||||||||||
9702|18|9||||||||||
9703||||||||||||
9704|22|8||||||||||
9705||||||||||||
9706||||||||||||
9707||9|7|||||||||
9708|18|17||||||||||
9709||||||||||||
9710||||||||||||
9711||||||||||||
9712||||||||||||
9713||||||||||||
9714||||||||||||
9715||||||||||||
9716||||||||||||
9717||||||||||||
9718||||||||||||
9719||||||||||||
9720||||||||||||
9721||||||||||||
9722||||||||||||
9723||||||||||||
9724||||||||||||
9725||25||5|4|4|4|||||
9726|25|22||||||||||
9727|25|12||||||||||
9728|25|12||||||||||
9729||||||||||||
9730|25|12||||||||||
9731||||||||||||
9732||25|3|5|3|3|3|||||
9733||24||5|4|4|4|||||
9734||17|16|||||||||
9735||||||||||||
9736||25|0|5|0|0|0|0||||
9737||||||||||||
9738|25|25||||||||||
9739||||||||||||
9740|25|10||||||||||
9741||||||||||||
9742||||||||||||
9743||||||||||||
9744||||||||||||
9745||||||||||||
9746||||||||||||
9747|23|||||||||||
9748||||||||||||
9749||||||||||||
9750||||||||||||
9751||||||||||||
9752||||||||||||
9753||||||||||||
9754||25||||||||||
9755||25||5|4|4|4|||||
9756||||||||||||
9757||||||||||||
9758||23||5|0|0|0|||||
9759||||||||||||
9760||||||||||||
9761||22||5||6|6|||||
9762||||||||||||
9763||||||||||||
9764||25||||||||||
9765||||||||||||
9766||21||5|4|4|4|||||
9767||||||||||||
9768||||||||||||
9769||||||||||||
9770||||||||||||
9771||||||||||||
9772||||||||||||
9773||||||||||||
9774||||||||||||
9775||||||||||||
9776||||||||||||
9777||||||||||||
9778||||||||||||
9779||||||||||||
9780||||||||||||
9781||||||||||||
9782||||||||||||
9783||||||||||||
9784||||||||||||
9785||||||||||||
9786||||||||||||
9787||||||||||||
9788||||||||||||
9789||||||||||||
9790||||||||||||
9791||||||||||||
9792||||||||||||
9793||||||||||||
9794||||||||||||
9795||||||||||||
9796|25|15||||||||||
9797||||||||||||
9798||||||||||||
9799||||||||||||
9800||||||||||||
9801||||||||||||
9802|24|15||||||||||
9803||||||||||||
9804||||||||||||
9805|20|9|||||||9|||
9806|25|8|||||||7|||
9807||||||||||||
9808||||||||||||
9809||||||||||||
9810||||||||||||
9811||||||||||||
9812||||||||||||
9813||||||||||||
9814||||||||||||
9815||||||||||||
9816|20|12||||||||||
9817||||||||||||
9818||21||5|4|4|4|||||
9819|19|12||||||||||
9820||||||||||||
9821||||||||||||
9822|21|15||||||||||
9823||||||||||||
9824|19|8|||||||2|||
9825||||||||||||
9826||||||||||||
9827||||||||||||
9828||||||||||||
9829||||||||||||
9830||24||5|2|2|2|||||
9831||||||||9||||
9832|19|12||||||||||
9833||||||||||||
9834||||||||||||
9835||17|16|||||||||
9836||||||||||||
9837||||||||||||
9838||||||||||||
9839||||||||||||
9840||||||||||||
9841||||||||||||
9842||||||||||||
9843||||||||||||
9844||||||||||||
9845||||||||||||
9846||||||||||||
9847||||||||||||
9848||||||||||||
9849||||||||||||
9850||||||||||||
9851||||||||||||
9852||||||||||||
9853||||||||||||
9854||||||||||||
9855||||||||||||
9856||||||||||||
9857||||||||||||
9858|18|6|||||||5|||
9859||||||||||||
9860||||||||||||
9861||||||||||||
9862||||||||||||
9863||||||||||||
9864||||||||||||
9865||||||||||||
9866||||||||||||
9867||||||||||||
9868||||||||||||
9869||||||||||||
9870||||||||||||
9871||||||||||||
9872||||||||||||
9873||||||||||||
9874||||||||||||
9875||||||||||||
9876||||||||||||
9877||||||||||||
9878||||||||||||
9879||21|-1|5|-1|-1|-1|||||
9880||||||||||||
9881||||||||||||
9882||||||||||||
9883||||||||||||
9884||||||||||||
9885||||||||||||
9886||||||||||||
9887||||||||||||
9888||||||||||||
9889||||||||||||
9890||||||||||||
9891||||||||||||
9892||||||||||||
9893||||||||||||
9894||||||||||||
9895||||||||||||
9896||||||||||||
9897||||||||||||
9898||||||||||||
9899||||||||||||
9900||||||||||||
9901||||||||||||
9902||||||||||||
9903||||||||||||
9904||||||||||||
9905||||||||||||
9906||||||||||||
9907||||||||||||
9908||||||||||||
9909||||||||||||
9910||||||||||||
9911||||||||||||
9912||||||||||||
9913||||||||||||
9914||||||||||||
9915||||||||||||
9916||||||||||||
9917||||||||||||
9918||||||||||||
9919||||||||||||
9920||||||||||||
9921||||||||6||||
9922||||||||||||
9923||||||||||||
9924||||||||||||
9925||||||||||||
9926|21|15||||||||||
9927||20||5||6|6|||||
9928||25||5||6|6|||||
9929||||||||||||
9930||||||||||||
9931||25||5||6|6|||||
9932|25|8|||||||8|||
9933||||||||||||
9934||||||||||||
9935||||||||||||
9936||||||||||||
9937||||||||||||
9938||||||||||||
9939||||||||||||
9940||||||||||||
9941||||||||||||
9942||||||||||||
9943||||||||||||
9944||||||||||||
9945||||||||||||
9946||||||||||||
9947||||||||||||
9948||||||||||||
9949||||||||||||
9950||||||||||||
9951|21|12||||||||||
9952||25|8|||||2||||
9953|25|12||||||||||
9954||||||||||||
9955||||||||||||
9956||||||||||||
9957||||||||||||
9958|25|12||||||||||
9959||||||||||||
9960||||||||||||
9961||||||||||||
9962||||||||||||
9963||||||||||||
9964||||||||||||
9965||||||||||||
9966||||||||||||
9967||||||||||||
9968||||||||||||
9969||||||||||||
9970||||||||||||
9971||||||||||||
9972||||||||||||
9973||||||||||||
9974||||||||||||
9975||||||||||||
9976||||||||||||
9977||||||||||||
9978||||||||||||
9979||||||||||||
9980||||||||||||
9981||||||||||||
9982||||||||||||
9983||||||||||||
9984||||||||||||
9985||||||||||||
9986||||||||||||
9987||||||||||||
9988||||||||||||
9989||||||||||||
9990||||||||||||
9991||||||||||||
9992||||||||||||
9993||||||||||||
9994||||||||||||
9995||||||||||||
9996||||||||||||
9997||||||||||||
9998||||||||||||
9999||||||||||||
10000||||||||||||
10001||||||||||||
10002||||||||||||
10003||||||||||||
10004||||||||||||
10005||||||||||||
10006||||||||||||
10007||||||||||||
10008||||||||||||
10009||||||||||||
10010||||||||||||
10011||||||||||||
10012||||||||||||
10013||||||||||||
10014||25||5|4|4|4|||||
10015||||||||||||
10016|25|8||||||||||
10017||||||||||||
10018||||||||||||
10019||||||||||||
10020||||||||||||
10021|24|8|||||||4|||
10022||20|7|||||2||||
10023||||||||||||
10024|18|12||||||||||
10025||||||||||||
10026||||||||||||
10027||0||0||0|0|||||
10028||||||||||||
10029||||||||||||
10030||||||||||||
10031||||||||||||
10032||||||||||||
10033||||||||||||
10034||||||||||||
10035||||||||||||
10036||||||||||||
10037||6|3|5|3|3|3|||||
10038||||||||||||
10039||||||||||||
10040||||||||||||
10041||||||||||||
10042|18|14||||||||||
10043||||||||||||
10044||||||||||||
10045||||||||||||
10046||||||||||||
10047||||||||||||
10048||||||||||||
10049||||||||||||
10050||||||||||||
10051||||||||||||
10052||||||||||||
10053||||||||||||
10054||||||||||||
10055||||||||||||
10056||||||||||||
10057||||||||||||
10058|21|16||||||||||
10059||||||||||||
10060||||||||||||
10061||||||||||||
10062||25|9|||||9||||
10063|25|16||||||||||
10064||||||||||||
10065||||||||||||
10066||||||||||||
10067||||||||||||
10068||||||||||||
10069||||||||||||
10070||||||||||||
10071||||||||||||
10072||||||||||||
10073|25|25||||||||||
10074||||||||||||
10075||||||||||||
10076||||||||||||
10077||||||||||||
10078||||||||||||
10079||||||||||||
10080||||||||||||
10081||||||||||||
10082||||||||||||
10083||||||||||||
10084|25|15||||||||||
10085||||||||||||
10086|25|5||5|5|5||||||
10087||18||5||6|6|||||
10088||||||||||||
10089||||||||||||
10090|25|9||||||||||
10091||||||||||||
10092||||||||||||
10093||||||||||||
10094||||||||||||
10095||||||||||||
10096||||||||||||
10097||||||||||||
10098||||||||||||
10099||||||||||||
10100||||||||||||
10101||||||||||||
10102||||||||||||
10103||||||||||||
10104||24||5||6|6|||||
10105||||||||||||
10106||||||||||||
10107||||||||||||
10108||||||||||||
10109||||||||||||
10110||||||||||||
10111||||||||||||
10112||||||||||||
10113||||||||||||
10114||||||||||||
10115||||||||||||
10116||||||||||||
10117||||||||||||
10118||||||||||||
10119||||||||||||
10120||||||||||||
10121||||||||||||
10122||25||5||6|6|||||
10123||||||||||||
10124|25|14||||||||||
10125||21||5||6|6|||||
10126||||||||||||
10127||||||||||||
10128|||||||||6|||
10129||||||||||||
10130||||||||||||
10131||||||||||||
10132||||||||||||
10133||||||||||||
10134||||||||||||
10135||||||||||||
10136||||||||||||
10137||||||||||||
10138||25||5|4|4|4|||||
10139||||||||||||
10140|25|18||||||||||
10141||||||||||||
10142|25|6|||||||6|||
10143|25|13||||||||||
10144||9|0|5|0|0|0|||||
10145||||||||||||
10146|25|9||||||||||
10147||||||||||||
10148||20|9|||||9||||
10149||||||||||||
10150||||||||||||
10151||||||||||||
10152||||||||||||
10153||||||||||||
10154||22||5||6|6|||||
10155||||||||||||
10156||||||||||||
10157||||||||||||
10158||||||||||||
10159||7|5|5|5|5|5|||||
10160||||||||||||
10161||||||||||||
10162||20||5||6|6|||||
10163||||||||||||
10164|25|24||||||||||
10165||||||||||||
10166||||||||||||
10167||||||||||||
10168||||||||||||
10169||||||||||||
10170||||||||||||
10171||||||||||||
10172||||||||||||
10173|17|6|||||||6|||
10174||||||||||||
10175|25|23||||||||||
10176||||||||||||
10177|25|24||||||||||
10178|25|24||||||||||
10179|25|25||||||||||
10180||||||||||||
10181||||||||||||
10182||||||||||||
10183||||||||||||
10184||||||||||||
10185||||||||||||
10186||||||||||||
10187||||||||||||
10188||25||5|4|4|4|||||
10189|25|24||||||||||
10190||||||||||||
10191|25|24||||||||||
10192||||||||||||
10193|25|23||||||||||
10194||||||||||||
10195|25|24||||||||||
10196||||||||||||
10197||||||||||||
10198||||||||||||
10199|25|16||||||||||
10200||25|8|||||||||
10201||||||||||||
10202|25|24||||||||||
10203||||||||||||
10204||||||||||||
10205||||||||||||
10206||||||||||||
10207||||||||||||
10208||||||||||||
10209||||||||||||
10210||||||||||||
10211|25|16||||||||||
10212||||||||||||
10213||||||||||||
10214|25|24||||||||||
10215||||||||||||
10216||||||||||||
10217||||||||||||
10218||||||||||||
10219||||||||||||
10220||||||||||||
10221||||||||||||
10222||||||||||||
10223||||||||||||
10224|25|12||||||||||
10225||||||||||||
10226||||||||||||
10227||5||5||5|5|||||
10228|25|16||||||||||
10229||||||||||||
10230||21|16|||||||||
10231||||||||||||
10232||24|16|||||||||
10233||12||5|3|3|3|||||
10234||||||||||||
10235|17|12||||||||||
10236|21|12||||||||||
10237||||||||||||
10238||||||||||||
10239||||||||||||
10240||18||5||6|6|||||
10241||18||5||6|6|||||
10242||||||||||||
10243||||||||||||
10244|25|13||||||||||
10245||||||||||||
10246|19|13||||||||||
10247||25||5|3|3|3|||||
10248|25|9|||||||9|||
10249|24|15||||||||||
10250||||||||||||
10251||25||5|4|4|4|||||
10252||||||||||||
10253||||||||||||
10254||25||5||6|6|||||
10255|20|6|||||||6|||
10256||||||||||||
10257||||||||||||
10258|25|12||||||||||
10259|10|8||||||||||
10260|25|8||||||||||
10261|25|12||||||||||
10262||6|2|5|5|5|5|1||||
10263|18|6||||||||||
10264||||||||||||
10265||25||5||6|6|||||
10266||||||||||||
10267||||||||||||
10268||||||||||||
10269||||||||||||
10270||||||||||||
10271||||||||||||
10272||||||||||||
10273||||||||||||
10274||||||||||||
10275||||||||||||
10276||||||||||||
10277||||||||||||
10278||||||||||||
10279||25||5|4|4|4|||||
10280||||||||||||
10281||||||||||||
10282||||||||||||
10283||||||||||||
10284||||||||||||
10285||||||||||||
10286|25|12||||||||||
10287||||||||||||
10288||||||||||||
10289||||||||||||
10290||||||||||||
10291||25|8|||||||||
10292|25|8|||||||2|||
10293||7||5||6|6|||||
10294||||||||||||
10295|17|8||||||||||
10296||11||5||6|6|||||
10297||20|0|5|0|0|0|||||
10298|20|10||||||||||
10299||25||||||||||
10300||21|8|||||2||||
10301|25|8||||||||||
10302||24|8|||||2||||
10303||3|3|3|3|3|3|0||||
10304||15||5||6|6|||||
10305||23||5||6|6|||||
10306|25|12||||||||||
10307||||||||||||
10308||||||||||||
10309||||||||||||
10310||25||5|4|4|4|||||
10311||25|8|||||6||||
10312||25||||||||||
10313||||||||||||
10314||||||||||||
10315||||||||||||
10316||||||||||||
10317|20|6|||||||6|||
10318|25|15||||||||||
10319||||||||||||
10320|25|15||||||||||
10321||||||||||||
10322||||||||||||
10323|25|13||||||||||
10324||||||||||||
10325|25|8||||||||||
10326|24|15||||||||||
10327||25||5||6|6|||||
10328||||||||||||
10329|20|12||||||||||
10330|21|9||||||||||
10331||25||5|1|1|1|||||
10332||||||||||||
10333||||||||||||
10334||||||||||||
10335||||||||||||
10336||24||5|4|4|4|||||
10337||||||||||||
10338||||||||||||
10339||||||||||||
10340||||||||||||
10341||||||||||||
10342||||||||||||
10343||||||||||||
10344||||||||||||
10345||||||||||||
10346||||||||||||
10347||||||||||||
10348||||||||||||
10349||||||||||||
10350||||||||||||
10351||||||||||||
10352||||||||||||
10353|25|23||||||||||
10354||||||||||||
10355||||||||||||
10356||||||||||||
10357||||||||||||
10358||||||||||||
10359||||||||||||
10360||||||||||||
10361|18|16||||||||||
10362||||||||||||
10363|25|23||||||||||
10364|25|25||||||||||
10365||||||||||||
10366||||||||||||
10367|25|23||||||||||
10368||||||||||||
10369||||||||||||
10370|25|9|||||||9|||
10371||21||||||||||
10372||||||||||||
10373||||||||||||
10374||25||||||||||
10375|24|9|||||||9|||
10376||||||||||||
10377||||||||||||
10378|25|12||||||||||
10379|||||||||2|||
10380||||||||||||
10381||||||||||||
10382||||||||||||
10383|25|23||||||||||
10384||||||||||||
10385||||||||||||
10386|22|||4|4|4||||||
10387|22|||4|4|4||||||
10388||||||||||||
10389||||||||||||
10390||||||||||||
10391||||||||||||
10392||||||||||||
10393||||||||||||
10394||||||||||||
10395||||||||||||
10396||||||||||||
10397||||||||||||
10398||||||||||||
10399|25|8|||||||2|||
10400||||||||||||
10401|25|12||||||||||
10402||||||||||||
10403||||||||||||
10404||||||||||||
10405||||||||||||
10406||||||||||||
10407||||||||||||
10408||25||5||6|6|||||
10409|21|7|||||||5|||
10410||||||||||||
10411||||||||||||
10412||||||||||||
10413||||||||||||
10414||||||||||||
10415||||||||||||
10416||||||||||||
10417||25||5|0|0|0|||||
10418||||||||||||
10419||||||||||||
10420||||||||||||
10421||13||5|4|4|4|||||
10422||||||||||||
10423||||||||||||
10424||||||||||||
10425|25|25||||||||||
10426||||||||||||
10427||||||||||||
10428||||||||||||
10429||||||||||||
10430||||||||||||
10431|||||||||7|||
10432||||||||||||
10433||||||||||||
10434||||||||||||
10435||||||||||||
10436||||||||||||
10437|24|19||||||||||
10438||||||||||||
10439||||||||||||
10440||||||||||||
10441||||||||||||
10442||||||||||||
10443||||||||||||
10444||||||||||||
10445||||||||||||
10446||||||||||||
10447||8||5||6|6|||||
10448||||||||||||
10449||||||||||||
10450||||||||||||
10451||||||||||||
10452||||||||||||
10453||||||||||||
10454||||||||||||
10455||||||||||||
10456||||||||||||
10457||||||||||||
10458||||||||||||
10459||||||||||||
10460||||||||||||
10461||||||||||||
10462||||||||||||
10463||||||||||||
10464||||||||||||
10465|25|6|||||||6|||
10466||||||||||||
10467|19|9||||||||||
10468||||||||||||
10469||||||||||||
10470||||||||||||
10471||||||||||||
10472||||||||||||
10473||||||||||||
10474||||||||||||
10475||||||||||||
10476||||||||||||
10477||||||||||||
10478|25|23||||||||||
10479||||||||||||
10480||||||||||||
10481||||||||||||
10482|25|23||||||||||
10483||||||||||||
10484|25|25||||||||||
10485||||||||||||
10486||||||||||||
10487||||||||||||
10488||||||||||||
10489|25|24||||||||||
10490||18||5||6|6|||||
10491||||||||||||
10492||||||||||||
10493||||||||||||
10494||||||||||||
10495||||||||||||
10496||||||||||||
10497||||||||||||
10498||||||||||||
10499||||||||||||
10500||||||||||||
10501||25|15|||||||||
10502||||||||||||
10503||||||||||||
10504||||||||||||
10505|25|23||||||||||
10506||||||||||||
10507||||||||||||
10508||||||||||||
10509||||||||||||
10510||||||||||||
10511||||||||||||
10512||||||||||||
10513||||||||||||
10514||||||||||||
10515||||||||||||
10516||||||||||||
10517||||||||||||
10518||||||||||||
10519||||||||||||
10520|25|23||||||||||
10521||||||||||||
10522||||||||||||
10523||||||||||||
10524||||||||||||
10525||||||||||||
10526||||||||||||
10527||||||||||||
10528||||||||||||
10529||||||||||||
10530|25|25||||||||||
10531||||||||||||
10532||||||||||||
10533||||||||||||
10534||||||||||||
10535|23|18||||||||||
10536||23||||||||||
10537||||||||||||
10538||||||||||||
10539|25|9||||||||||
10540||||||||||||
10541||||||||||||
10542||||||||||||
10543|25|25||||||||||
10544||||||||||||
10545||||||||||||
10546||||||||||||
10547|25|23||||||||||
10548||||||||||||
10549|25|9||||||||||
10550||21||5||6|6|||||
10551|25|15||||||||||
10552||22|16|||||||||
10553||||||||||||
10554||||||||||||
10555||25||5|0|0|0|||||
10556||25|2|5|2|2|2|||||
10557||||||||||||
10558|25|12||||||||||
10559|21|12||||||||||
10560||||||||||||
10561||||||||||||
10562||||||||||||
10563||||||||||||
10564||||||||||||
10565||||||||||||
10566||5|4|5|4|4|4|||||
10567|19|9||||||||||
10568||||||||||||
10569||19|16|||||0||||
10570|25|12||||||||||
10571||25||5|4|4|4|||||
10572||25||5|4|4|4|||||
10573|25|12||||||||||
10574||||||||||||
10575||||||||||||
10576||||||||||||
10577||||||||||||
10578||||||||||||
10579|17|16||||||||||
10580||||||||||||
10581||||||||||||
10582||25||5||6|6|||||
10583||||||||||||
