ID|VATStatusAge|VATStartAge|VATEndAge|VATCollectionStartAge|VATCollectionEndAge|VATCollectionUpdateAge|VATCollectionPublishAge|VATInactivationAge|VATReactivationAge|VATCancellationAge|VATSplitStartAge|VATSplitCancellationAge
5863||6||5||6|6|||||
5864||||||||||||
5865||||||||||||
5866||||||||||||
5867|25|15||||||||||
5868|24|8|||||||2|||
5869|25|8|||||||2|||
5870||||||||||||
5871||||||||||||
5872||||||||||||
5873|19|8||||||||||
5874|25|20||||||||||
5875||25||5|4|4|4|||||
5876||||||||||||
5877||25||5||6|6|||||
5878||25||5||6|6|||||
5879||25|6|||||2||||
5880|25|15||||||||||
5881|25|12||||||||||
5882|25|15||||||||||
5883|25|12||||||||||
5884||22||5|3|3|3|||||
5885|21|8||||||||||
5886||||||||||||
5887||||||||||||
5888||||||||||||
5889|25|12||||||||||
5890||25|8|||||2||||
5891|25|16||||||||||
5892||||||||||||
5893||25|6|||||6||||
5894||25||5|4|4|4|||||
5895|25|12||||||||||
5896||||||||||||
5897|23|12||||||||||
5898||25|7|||||||||
5899|25|9|||||||9|||
5900|25|6||||||||||
5901|25|3|3|3|3|3||||||
5902|25|15||||||||||
5903|25|12||||||||||
5904||||||||||||
5905||17|7|||||||||
5906||25|5|5|5|5|5|||||
5907||||||||||||
5908|25|15||||||||||
5909||24||5||6|6|||||
5910|28|10||||||||||
5911||||||||||||
5912||||||||||||
5913||||||||||||
5914||||||||||||
5915||25||||||||||
5916||||||||||||
5917||25|8|||||2||||
5918|28|20||||||||||
5919||25|6|||||||||
5920|25|15||||||||||
5921||15||5||6|6|||||
5922|25|12||||||||||
5923||17|9|||||9||||
5924|25|8||||||||||
5925|25|15||||||||||
5926|22|12||||||||||
5927|25|12||||||||||
5928|25|15||||||||||
5929|25|8|||||||8|||
5930||||||||||||
5931||||||||||||
5932||||||||||||
5933|25|9||||||||||
5934|25|2|2|2|2|2||||||
5935||25||5||6|6|||||
5936||||||||||||
5937||||||||||||
5938|25|15||||||||||
5939||7|7|||||2||||
5940|25|15||||||||||
5941||20|16|||||||||
5942||||||||||||
5943|25|12||||||||||
5944||||||||||||
5945||||||||||||
5946||||||||||||
5947|||||||||6|||
5948||||||||2||||
5949|25|16||||||||||
5950||25|16|||||2|0|||
5951||||||||||||
5952|25|15||||||||||
5953|22|12||||||||||
5954|25|16|||||||6|||
5955||||||||||||
5956|25|13||||||||||
5957||||||||||||
5958|20|16||||||||||
5959||||||||||||
5960||25|9|||||9||||
5961||25|0|5|0|0|0||||0|
5962||||||||||||
5963||7|4|5|4|4|4|||||
5964|25|8||||||||||
5965||24||5||6|6|||||
5966|25|7||||||||||
5967||25||5||6|6|||||
5968|21|6|||||||6|||
5969||||||||||||
5970|25|5||5|5|5||||||
5971||21|0|5|0|0|0|||||
5972||5|4|5|4|4|4|3||||
5973||25||5||6|6|||||
5974||||||||||||
5975|25|12||||||||||
5976|25|8||||||||||
5977||4||4|0|0|0|||||
5978||||||||2||||
5979||2||2||2|2|||||
5980||25|8|||||2||||
5981||11||5|4|4|4||||0|
5982|25|15||||||||||
5983||||||||||||
5984||||||||||||
5985||25|8|||||2||||
5986||||||||||||
5987||||||||||||
5988|25|9|||||||9|||
5989||||||||||||
5990||||||||||||
5991|25|8||||||||||
5992||22||5||6|6|||||
5993|17|16||||||||||
5994||5|5|5|5|5|5|1||||
5995||11|5|5|5|5|5|||||
5996|25|9||||||||||
5997|20|12||||||||||
5998||||||||||||
5999|25|15||||||||||
6000||||||||||||
6001|25|15||||||||||
6002||25|6|||||4||||
6003|25|8||||||||||
6004||25|3|5|4|4|4|2||||
6005|25|12||||||||||
6006||2||2||2|2|||||
6007||1||1||1|1|6|5|||
6008||10||5||6|6|||||
6009||25|16|||||||||
6010||25|16|||||||||
6011|25|7|||||||7|||
6012|13|6|||||||6|||
6013|25|7||||||||||
6014||24|9|||||9||||
6015||4|3|5|5|5|5|||||
6016|24|12||||||||||
6017|25|12||||||||||
6018||25||||||||||
6019||22||5||6|6|||||
6020||24|6|||||||||
6021||||||||||||
6022|24|15||||||||||
6023||24||5||6|6|||||
6024||||||||||||
6025||25|1|5|1|1|1|1||||
6026||||||||||||
6027|25|12||||||||||
6028|25|15||||||||||
6029||||||||||||
6030||||||||||||
6031|25|16||||||||||
6032||||||||||||
6033||25|8|||||4||||
6034||||||||||||
6035||||||||||||
6036|22|12||||||||||
6037||||||||||||
6038||25||5|4|4|4|||||
6039||||||||||||
6040||||||||||||
6041||||||||||||
6042|23|8||||||||||
6043|24|15||||||||||
6044|17|16||||||||||
6045||||||||||||
6046||||||||||||
6047||||||||||||
6048||||||||||||
6049||||||||||||
6050|25|6|||||||6|||
6051||11|3|5|3|3|3|||||
6052|24|8||||||||||
6053||19|6|||||||||
6054|25|15||||||||||
6055|25|15||||||||||
6056||25|6|||||6||||
6057||25|8|||||2||||
6058||20|8|||||2||||
6059|23|8||||||||||
6060|25|11||||||||||
6061||||||||||||
6062||14|8|||||2||||
6063||||||||||||
6064|25|15||||||||||
6065|25|11||||||||||
6066||||||||||||
6067|24|15||||||||||
6068||||||||||||
6069||25||||||||||
6070||||||||||||
6071|25|15||||||||||
6072|23|12||||||||||
6073||||||||||||
6074|25|12||||||||||
6075|25|16||||||||||
6076||25|4|5|4|4|4|1||||
6077|17|16||||||||||
6078||||||||||||
6079||24|2|5|2|2|2|||||
6080||24||||||||||
6081|25|15||||||||||
6082||||||||||||
6083|24|6|||||||2|||
6084||25||5||6|6|||||
6085|25|8||||||||||
6086|25|12||||||||||
6087||25||5|4|4|4|||||
6088||||||||||||
6089|25|15||||||||||
6090||||||||||||
6091||||||||||||
6092||||||||||||
6093|17|9||||||||||
6094|25|8||||||||||
6095|25|9||||||||||
6096||||||||||||
6097||||||||||||
6098||22||5|4|4|4|||||
6099||||||||||||
6100|25|23||||||||||
6101|25|15||||||||||
6102||3||3|-1|-1|-1|||||
6103|25|8|||||||6|||
6104||||||||||||
6105||25||||||||||
6106||25||5|-1|-1|-1|||||
6107|24|15||||||||||
6108|20|16||||||||||
6109|19|12||||||||||
6110||17|16|||||||||
6111|19|13||||||||||
6112||||||||||||
6113|25|12||||||||||
6114||||||||||||
6115||||||||||||
6116|25|2|2|2|2|2||||||
6117|25|14||||||||||
6118||||||||||||
6119||19||||||||||
6120||||||||||||
6121|25|9||||||||||
6122|25|15||||||||||
6123|18|18|||||||6|||
6124||22|8|||||5||||
6125||25|8|||||2|2|||
6126|20|12||||||||||
6127||||||||||||
6128|25|8||||||||||
6129||||||||||||
6130|25|6|||||||6|||
6131||||||||||||
6132|25|8|||||||2|||
6133||18|16|||||2||||
6134||||||||||||
6135||||||||||||
6136||||||||||||
6137|25|6||||||||||
6138|20|12||||||||||
6139|24|5||5|5|5||||||
6140||||||||||||
6141|24|8|||||||6|||
6142||||||||0||||
6143|25|15||||||||||
6144|25|12||||||||||
6145||||||||||||
6146|25|12||||||||||
6147|25|12||||||||||
6148||||||||||||
6149||25|6|||||||||
6150|25|11||||||||||
6151||||||||||||
6152|24|15||||||||||
6153|24|12||||||||||
6154||||||||||||
6155||||||||||||
6156|24|15||||||||||
6157||7|6|||||||||
6158|25|8|||||||6|||
6159||||||||||||
6160||25||5||6|6|||||
6161|25|12||||||||||
6162|25|8||||||||||
6163||||||||||||
6164|13|8|||||||2|||
6165|25|8|||||||6|||
6166||||||||||||
6167|25|18||||||||||
6168|25|12||||||||||
6169|25|12||||||||||
6170||||||||||||
6171||25||||||||||
6172|25|12||||||||||
6173||||||||||||
6174|25|15||||||||||
6175|23|15||||||||||
6176|25|10||||||||||
6177||24|8|||||8||||
6178||||||||||||
6179|25|15||||||||||
6180||25||||||||||
6181||||||||||||
6182||||||||||||
6183|24|8|||||||2|||
6184||||||||||||
6185||25||5||6|6|||||
6186|25|12||||||||||
6187||||||||||||
6188||18||5||6|6|||||
6189||8||5|1|1|1|||||
6190||||||||||||
6191||||||||||||
6192||||||||||||
6193|24|15||||||||||
6194|25|5||5|5|5||||||
6195|25|15||||||||||
6196|25|9||||||||||
6197||4|2|5|5|5|5|2||||
6198||||||||||||
6199|||||||||7|||
6200||||||||||||
6201|25|5||5|5|5|||5|||
6202||25||5|4|4|4|||||
6203||||||||||||
6204||25|8|||||2||||
6205||21|6|||||6|2|||
6206|25|12||||||||||
6207||20|16|||||||||
6208||16|9|||||9||||
6209||25||5|4|4|4|||||
6210|25|2|2|2|2|2||||||
6211|25|15||||||||||
6212||25|5|5|5|5|5|||||
6213|25|16||||||||||
6214|25|14||||||||||
6215||||||||||||
6216||||||||||||
6217|25|10||||||||||
6218||19|8|||||||||
6219||||||||||||
6220||||||||||||
6221|24|12||||||||||
6222|23|12||||||||||
6223|25|5||5|5|5||||||
6224|7|4||4|4|4||||||
6225||||||||||||
6226||||||||||||
6227|25|15||||||||||
6228|25|10||||||||||
6229||25||5||6|6|||||
6230||||||||||||
6231|25|16||||||||||
6232||||||||||||
6233||||||||||||
6234||||||||||||
6235|25|15||||||||||
6236||||||||||||
6237||25|6|||||6||||
6238||||||||||||
6239||25||4||4|4|||||
6240|25|15||||||||||
6241|25|13||||||||||
6242|25|4||4|4|4||||||
6243||||||||||||
6244|21|9||||||||||
6245|25|10||||||||||
6246||||||||||||
6247|25|8||||||||||
6248||4||4|1|1|1|||||
6249|25|5||5|5|5||||||
6250||25||5||6|6|||||
6251|25|12||||||||||
6252||||||||||||
6253|25|9||||||||||
6254|||||||||9|||
6255|22|16||||||||||
6256|19|12||||||||||
6257||||||||||||
6258|24|8||||||||||
6259|18|6|||||||6|||
6260||||||||||||
6261||19|16|||||||||
6262||20|3|5|3|3|3|0||||
6263||25|0|5|3|3|3|||||
6264|25|12||||||||||
6265||||||||||||
6266|25|15||||||||||
6267||24||5||6|6|||||
6268||||||||||||
6269||19||5||6|6||||0|
6270|25|12||||||||||
6271||25||||||||||
6272||24||5|4|4|4|||||
6273||25||||||||||
6274||||||||||||
6275|23|12||||||||||
6276||||||||||||
6277|25|11||||||||||
6278||13|5|5|5|5|5|||||
6279||24|||||||||0|
6280||||||||||||
6281|25|12||||||||||
6282||||||||||||
6283|25|9||||||||||
6284|24|12||||||||||
6285||25|8|||||5||||
6286||||||||||||
6287||||||||||||
6288||19|16|||||||||
6289|25|9||||||||||
6290||24||5|0|0|0|||||
6291||25||||||||||
6292||25||||||||||
6293|25|15||||||||||
6294||25||5||6|6|||||
6295||||||||||||
6296||||||||||||
6297|25|8||||||||||
6298||||||||||||
6299|25|8||||||5|5|||
6300||25|8|||||2||||
6301|25|8||||||||||
6302|24|12||||||||||
6303|25|13||||||||||
6304||||||||||||
6305||25||5|1|1|1|||||
6306|18|12||||||||||
6307|25|12||||||||||
6308||||||||||||
6309|25|12||||||||||
6310|17|16||||||||||
6311|12|11||||||||||
6312|25|12||||||||||
6313|25|15||||||||||
6314||25||5||6|6|||||
6315||||||||||||
6316||||||||||||
6317||19|8|||||8||||
6318|25|5||5|5|5||||||
6319|25|12||||||||||
6320|25|8||||||||||
6321|23|12||||||||||
6322|25|16||||||||||
6323||25|6|||||2||||
6324|20|8||||||||||
6325|25|2|2|2|2|2||||||
6326||||||||||||
6327||||||||||||
6328||||||||||||
6329||4||||||||||
6330|25|13||||||||||
6331||||||||||||
6332||24|14|||||0||||
6333|25|8||||||||||
6334||||||||||||
6335|25|15||||||||||
6336||||||||||||
6337|25|9||||||||||
6338|25|15||||||||||
6339||25||5||6|6|||||
6340|25|12||||||||||
6341|25|12||||||||||
6342|25|15||||||||||
6343||15||5||6|6|||||
6344|23|12||||||||||
6345|25|12||||||||||
6346|25|15||||||||||
6347||25||5||6|6|||||
6348||||||||||||
6349||22||5||6|6|||||
6350||25|16|||||2|2|||
6351|25|15||||||||||
6352||||||||||||
6353||25|7|||||7||||
6354||||||||||||
6355||||||||||||
6356|25|12||||||||||
6357||||||||||||
6358|25|15||||||||||
6359||25||||||||||
6360||25||5||6|6|||||
6361||25||5||6|6|||||
6362|25|6||||||||||
6363||25|0|5|0|0|0|||||
6364|25|21||||||||||
6365||25||5|1|1|1||||0|
6366||||||||||||
6367||25||||||||||
6368||18||5||6|6||||0|
6369|25|10||||||||||
6370|25|7||||||||||
6371|25|8||||||||||
6372|25|12||||||||||
6373|25|8||||||||||
6374||25||5|2|2|2|||||
6375||25|7|||||||||
6376||25|6|||||6||||
6377|25|0|0|4|4|4||||||
6378||20|1|5|1|0|0|||||
6379|25|6||||||||||
6380||25||5||6|6|||||
6381||||||||||||
6382||||||||||||
6383|25|15||||||||||
6384||6|4|5|4|4|4|||||
6385|25|8||||||2|2|||
6386||25||5||6|6|||||
6387|21|8||||||2|2|||
6388||||||||||||
6389|22|6|||||||6|||
6390|19|8||||||||||
6391|25|11||||||||||
6392|25|15||||||||||
6393||25|5|5|5|5|5|||||
6394||||||||||||
6395||||||||||||
6396|24|11||||||||||
6397||||||||||||
6398||25|2|5|2|2|2|||||
6399||||||||||||
6400|25|12||||||||||
6401|25|6|||||||6|||
6402||25||5||6|6|||||
6403||21|16|||||||||
6404||||||||||||
6405||18|4|5|4|4|4|||||
6406|25|13||||||||||
6407||||||||||||
6408|25|8||||||||||
6409|25|8||||||||||
6410||25||5||6|6|||||
6411|19|9||||||||||
6412||||||||||||
6413|25|11||||||||||
6414||25||5|3|3|3|||||
6415|||||||||6|||
6416|16|12||||||||||
6417||24||5||6|6|||||
6418||||||||||||
6419||||||||||||
6420|28|13||||||||||
6421|24|12||||||||||
6422||||||||||||
6423||||||||||||
6424||22|16|||||2||||
6425||21|8|||||2||||
6426|22|6|||||||6|||
6427|25|10||||||||||
6428|25|15||||||||||
6429||||||||||||
6430|25|11||||||||||
6431||25|||||||||0|
6432||||||||||||
6433||25||5|4|4|4|||||
6434||||||||||||
6435||||||||||||
6436||||||||||||
6437||25|5|5|5|5|5|||||
6438|24|8||||||||||
6439|25|9||||||||||
6440|25|9||||||||||
6441||25||5|4|4|4|||||
6442|25|6|||||||6|||
6443||25||5||6|6|||||
6444||||||||||||
6445||||||||||||
6446||||||||||||
6447||20|7|||||||||
6448||25||5|4|4|4|||||
6449||||||||||||
6450|25|13||||||||||
6451|25|12||||||||||
6452||||||||||||
6453||10||5|1|1|1|||||
6454||9|7|||||||||
6455||25||5||6|6|||||
6456|25|8||||||||||
6457||1||||||||||
6458|25|12||||||||||
6459|25|12||||||||||
6460|25|15||||||||||
6461|25|15||||||||||
6462||25||5|1|2|2|||||
6463|25|15||||||||||
6464||25||5|4|4|4|||||
6465||||||||||||
6466|25|15||||||||||
6467||25|6|||||2||||
6468||16|8|||||7||||
6469|25|15||||||||||
6470|20|16|||||||9|||
6471||25||5||6|6|||||
6472|25|10||||||||||
6473||||||||||||
6474|25|15||||||||||
6475||25||5|2|2|2|||||
6476|25|12||||||||||
6477|21|5||5|5|5||||||
6478||||||||5||||
6479||25||5|4|4|4|||||
6480||||||||||||
6481|25|15||||||||||
6482||||||||||||
6483|25|14||||||||||
6484|25|15||||||||||
6485||||||||||||
6486||||||||||||
6487||25|3|5|3|3|3|2||||
6488||25||5||6|6|||||
6489|25|15||||||||||
6490|25|6|||||||6|||
6491||25|16|||||||||
6492|19|15||||||||||
6493||||||||||||
6494||25||5||6|6|||||
6495||2||5|4|4|4|||||
6496||||||||||||
6497|25|7||||||||||
6498||25||5||6|6|||||
6499||||||||||||
6500||25||||||||||
6501|24|15||||||||||
6502||||||||||||
6503||||||||||||
6504||2||||||||||
6505||||||||||||
6506||25|7|||||||||
6507||||||||||||
6508||||||||||||
6509|25|12||||||||||
6510|25|12||||||||||
6511||||||||||||
6512||23||5|4|4|4|||||
6513||25||5||6|6|||||
6514||25||5||6|6|||||
6515|25|15||||||||||
6516||||||||||||
6517||22|8|||||2||||
6518||||||||||||
6519|25|16|||||||8|||
6520||||||||||||
6521||||||||||||
6522||||||||||||
6523|25|15||||||||||
6524|25|12||||||||||
6525||25||||||||||
6526||||||||||||
6527|25|12||||||||||
6528||25||5||6|6|||||
6529|25|11||||||||||
6530|24|16||||||||||
6531||||||||||||
6532|25|15||||||||||
6533||22||5||6|6|||||
6534|19|16||||||||||
6535||||||||||||
6536|25|10||||||||||
6537||23||||||||||
6538|24|8||||||||||
6539||9||5||6|6|||||
6540||||||||||||
6541||24|16|||||||||
6542||||||||||||
6543||25|8|||||2||||
6544|25|10||||||||||
6545|||||||||9|||
6546|25|12||||||||||
6547||25|6|||||2||||
6548||22||5||6|6|||||
6549|25|16||||||||||
6550||||||||||||
6551||24|3|5|4|4|4|||||
6552|25|12||||||||||
6553||||||||||||
6554||18||5||6|6|||||
6555|25|12||||||||||
6556|24|12||||||||||
6557|25|12||||||||||
6558|25|8||||||||||
6559|19|12||||||||||
6560||||||||2||||
6561|19|8||||||||||
6562||||||||||||
6563||||||||||||
6564|24|15||||||||||
6565||25|7|||||||||
6566||25|0||||||||0|
6567||25||5|4|4|4|||||
6568||25||5|5|5|5|||||
6569|25|12||||||||||
6570|25|8||||||||||
6571|24|11||||||||||
6572||||||||||||
6573|21|6|||||||5|||
6574|25|6||||||||||
6575|25|15||||||||||
6576|25|8||||||||||
6577||||||||||||
6578|25|10||||||||||
6579|25|8|||||||2|||
6580|19|7||||||||||
6581||||||||||||
6582||22|8|||||2||||
6583|25|12||||||||||
6584|24|15||||||||||
6585|25|15||||||||||
6586|25|11||||||||||
6587|25|6|||||||6|||
6588|25|12||||||||||
6589||||||||||||
6590|21|8||||||||||
6591|25|12||||||||||
6592|25|12||||||||||
6593||||||||||||
6594||||||||||||
6595|20|4||4|4|4||||||
6596||||||||||||
6597|21|12||||||||||
6598||||||||||||
6599||||||||||||
6600||14|4|5|4|4|4|||||
6601||25|8|||||2||||
6602|25|15||||||||||
6603|25|15||||||||||
6604|25|18||||||||||
6605||||||||||||
6606||25||5|2|3|3|||||
6607||25||5|1|1|1||||0|
6608|25|6||||||||||
6609|25|11||||||||||
6610||25||5||6|6|||||
6611||||||||||||
6612||25|||||||||0|
6613|25|6|||||||6|||
6614||25||5||6|6|||||
6615|25|9||||||||||
6616|25|6||||||||||
6617||||||||||||
6618||3||5|4|4|4||||0|
6619||2||2||2|2|||||
6620||25||||||||||
6621|25|8||||||||||
6622||25|0|5|4|4|4|0||||
6623|25|9||||||||||
6624||25||5||6|6|||||
6625||25|0|5|4|4|4|||||
6626|18|8||||||||||
6627|25|15||||||||||
6628|25|12||||||||||
6629|25|11||||||||||
6630|25|12||||||||||
6631|25|15||||||||||
6632||25||5|3|4|4|||||
6633|25|12||||||||||
6634|25|12||||||||||
6635||||||||||||
6636|24|12||||||||||
6637||||||||||||
6638||||||||||||
6639||25||1||1|1|||||
6640||||||||||||
6641||||||||||||
6642|25|15||||||||||
6643||||||||||||
6644||19|7|||||||||
6645|20|14||||||||||
6646||25|5|5|5|5|5|||||
6647||||||||||||
6648|25|4||4|4|4||||||
6649||||||||||||
6650||17|8|||||4||||
6651||15||5||6|6|||||
6652||||||||||||
6653||18|1|5|4|4|4|||||
6654||25||5|4|4|4|||||
6655||23||5||6|6||||0|
6656||25||5||6|6|||||
6657||2|0|2|0|0|0|4|4|||
6658||6|5|||||||||
6659||21|8|||||2||||
6660||25||||||||||
6661||25||5|4|4|4|||||
6662||25||5||6|6|||||
6663||25||||||||||
6664|25|10||||||||||
6665||||||||||||
6666||22||5||6|6|||||
6667||||||||||||
6668|25|6||||||||||
6669||||||||||||
6670||6||5||6|6|||||
6671||25||5|4|4|4|||||
6672|25|6||||||||||
6673|25|8||||||||||
6674||6||5||6|6|||||
6675|21|10||||||||||
6676|25|15||||||||||
6677||5|4|5|4|4|4|||||
6678|25|15||||||||||
6679||||||||||||
6680||||||||||||
6681|25|15||||||||||
6682||||||||||||
6683|17|12||||||||||
6684|25|10||||||||||
6685|23|6||||||||||
6686|25|8||||||||||
6687||||||||||||
6688||||||||||||
6689||||||||||||
6690||||||||||||
6691||||||||||||
6692|25|8||||||||||
6693|25|12||||||||||
6694|25|15||||||||||
6695|25|7||||||||||
6696|25|13||||||||||
6697|25|16|||||||6|||
6698||||||||||||
6699||11|8|||||2||||
6700||||||||||||
6701|21|12||||||||||
6702||||||||||||
6703|23|15||||||||||
6704||20|16|||||||||
6705|19|8||||||||||
6706||||||||||||
6707|19|8||||||||||
6708|25|6||||||||||
6709||||||||||||
6710|19|12||||||||||
6711||||||||||||
6712||||||||||||
6713||||||||||||
6714|25|15||||||||||
6715||17|16|||||||||
6716||25|5|5|5|5|5|||||
6717||22|6|||||||||
6718||||||||||||
6719|21|9||||||||||
6720||||||||||||
6721||||||||||||
6722|25|15||||||||||
6723|25|11||||||||||
6724|25|12||||||||||
6725|24|15||||||||||
6726||||||||||||
6727||||||||||||
6728||25|6|||||2||||
6729||||||||||||
6730|25|10||||||||||
6731||23||5|4|4|4|||||
6732||||||||||||
6733||||||||||||
6734|24|11||||||||||
6735||17|16|||||||||
6736||||||||||||
6737||||||||2||||
6738||||||||2||||
6739|24|8||||||||||
6740||11||5||6|6|||||
6741||6|4|5|4|4|4|||||
6742||8||5||6|6|||||
6743||||||||||||
6744||||||||||||
6745||||||||||||
6746||||||||2||||
6747||20||5||6|6|||||
6748|25|9|||||||9|||
6749||25||5||6|6|||||
6750||||||||||||
6751||25||5||6|6|||||
6752|25|6|||||||6|||
6753||||||||||||
6754|21|12||||||||||
6755|25|11||||||||||
6756||||||||||||
6757||||||||||||
6758||||||||||||
6759|25|12||||||||||
6760|24|8||||||||||
6761||||||||||||
6762||||||||||||
6763||||||||||||
6764|21|15||||||||||
6765|25|12||||||||||
6766|20|7||||||||||
6767|24|10||||||||||
6768||24||5||6|6|||||
6769|24|14||||||||||
6770||||||||||||
6771|18|10||||||||||
6772|25|8|||||||6|||
6773||||||||||||
6774||||||||||||
6775|25|13||||||||||
6776||||||||||||
6777||25|8|||||2|2|||
6778||||||||||||
6779||25|9|||||9||||
6780||17||||||||||
6781||25||5|4|4|4|||||
6782|25|8||||||||||
6783|17|12||||||||||
6784||||||||||||
6785||6|3|5|3|3|3|7|6|||
6786|25|8||||||||||
6787|25|7||||||||||
6788||||||||||||
6789||||||||||||
6790||||||||||||
6791|25|13||||||||||
6792|25|7||||||||||
6793||||||||||||
6794||25||5||6|6|||||
6795|28|12||||||||||
6796||||||||||||
6797||24|1|5|4|4|4|||||
6798||||||||||||
6799||||||||||||
6800||||||||||||
6801||||||||||||
6802||||||||||||
6803|23|12||||||||||
6804||||||||||||
6805||||||||8||||
6806||25||||||||||
6807||||||||||||
6808||11|8|||||2||||
6809||||||||||||
6810||||||||||||
6811|14|8||||||||||
6812|25|15||||||||||
6813|25|6||||||||||
6814|25|13||||||||||
6815||||||||||||
6816||||||||||||
6817||25||5|4|4|4|||||
6818|25|8||||||||||
6819||25|8|||||2||||
6820|25|15||||||||||
6821||25|16|||||2||||
6822|25|8|||||||2|||
6823||||||||||||
6824||||||||||||
6825|25|12||||||||||
6826|20|14||||||||||
6827|24|9||||||||||
6828||||||||||||
6829||||||||||||
6830|25|9||||||||||
6831|25|12||||||||||
6832|25|21||||||||||
6833|25|15||||||||||
6834||||||||||||
6835|25|10||||||||||
6836||25||||||||||
6837||||||||||||
6838|24|11||||||||||
6839||||||||||||
6840||||||||||||
6841|25|15||||||||||
6842||||||||||||
6843||||||||||||
6844||||||||||||
6845||25|6|||||6||||
6846|20|9||||||3|9|||
6847||23|3|5|3|3|3|3||||
6848|25|12||||||||||
6849|25|15||||||||||
6850||||||||||||
6851|25|8||||||||||
6852||||||||||||
6853|25|12||||||||||
6854|24|7||||||||||
6855|25|8||||||||||
6856|25|8||||||||||
6857||||||||||||
6858||||||||||||
6859||17|8|||||2||||
6860||||||||||||
6861||||||||||||
6862|21|8||||||||||
6863|22|8|||||||5|||
6864||||||||||||
6865|25|6||||||||||
6866|25|15||||||||||
6867||||||||||||
6868||25||5||6|6|||||
6869|25|4||4|4|4||||||
6870|25|7||||||||||
6871||25||5|4|4|4|||||
6872||6||5||6|6|6|6|||
6873||25|5|5|5|5|5|||||
6874|4|3|3|5|5|5||||||
6875||||||||||||
6876||||||||||||
6877||||||||||||
6878||||||||||||
6879|9|6|||||||6|||
6880||||||||||||
6881|17|8||||||||||
6882||||||||||||
6883||||||||||||
6884|25|20||||||||||
6885|25|9||||||||||
6886||7||5||6|6|||||
6887||||||||||||
6888||||||||||||
6889||||||||||||
6890||19|8|||||6||||
6891||||||||||||
6892|25|7||||||||||
6893||||||||||||
6894||25||5||6|6|||||
6895||25|4|5|4|4|4|||||
6896|21|8||||||||||
6897||||||||||||
6898||||||||5||||
6899||||||||||||
6900||||||||||||
6901||0||0||0|0|||||
6902||||||||||||
6903||||||||||||
6904|25|10||||||||||
6905|25|0|0|0|0|0|||||0|
6906|25|13||||||||||
6907|25|15||||||||||
6908|19|5||5|5|5|||4|||
6909||25||5|4|4|4|||||
6910|17|12||||||||||
6911||21|4|||||4|2|||
6912|28|12||||||||||
6913|25|15||||||||||
6914||25||||||||||
6915||||||||||||
6916||||||||||||
6917|25|15||||||||||
6918|25|12||||||||||
6919||25|8|||||2||||
6920||||||||||||
6921||||||||||||
6922|25|12||||||||||
6923||25||5|1|1|1||||1|
6924|22|11||||||||||
6925||||||||||||
6926|25|15||||||||||
6927|25|15||||||||||
